id,Price_Prediction
300182,77.349144
300183,77.672676
300184,80.736404
300185,83.943794
300186,83.26924
300187,81.600296
300188,81.52981
300189,84.444176
300190,81.25011
300191,84.73693
300192,83.499695
300193,83.16027
300194,81.34679
300195,80.537964
300196,79.0505
300197,79.33761
300198,80.38532
300199,79.76202
300200,83.032585
300201,81.59781
300202,80.44701
300203,80.62818
300204,81.016045
300205,81.29213
300206,83.61328
300207,76.63004
300208,79.12385
300209,83.15746
300210,80.73193
300211,83.42725
300212,82.41389
300213,85.1826
300214,82.41273
300215,77.53065
300216,81.1995
300217,79.9519
300218,81.315704
300219,84.57066
300220,77.81129
300221,87.63989
300222,84.27176
300223,83.50481
300224,82.01355
300225,79.36028
300226,81.431854
300227,79.915886
300228,83.95292
300229,83.44958
300230,83.34433
300231,79.88693
300232,80.42122
300233,78.00527
300234,84.43599
300235,79.348495
300236,78.91819
300237,80.49101
300238,82.96752
300239,78.163086
300240,83.25589
300241,83.58052
300242,85.284
300243,73.25978
300244,83.32808
300245,80.88715
300246,80.71288
300247,82.68486
300248,81.73818
300249,78.320175
300250,78.84096
300251,83.82224
300252,82.73658
300253,78.2358
300254,84.86669
300255,85.190674
300256,83.83373
300257,82.066124
300258,81.95104
300259,82.476685
300260,81.18216
300261,79.43255
300262,83.0253
300263,83.58543
300264,82.77915
300265,84.71018
300266,80.188705
300267,83.695
300268,81.509155
300269,80.149734
300270,81.925446
300271,79.59026
300272,83.05458
300273,79.38807
300274,91.82512
300275,79.535545
300276,82.43901
300277,78.827156
300278,83.27482
300279,82.25457
300280,81.19768
300281,81.95073
300282,79.7766
300283,82.33668
300284,82.06402
300285,79.69266
300286,83.11215
300287,79.92729
300288,78.62996
300289,77.480125
300290,85.53291
300291,85.39231
300292,83.0024
300293,78.24786
300294,84.05693
300295,80.544075
300296,81.15539
300297,80.575386
300298,79.51079
300299,81.96463
300300,81.37678
300301,80.71499
300302,78.36427
300303,83.95783
300304,82.314316
300305,78.71879
300306,80.395226
300307,78.50042
300308,83.47269
300309,82.63172
300310,82.10416
300311,86.31513
300312,79.931244
300313,79.8929
300314,82.981514
300315,78.12279
300316,82.380486
300317,83.75057
300318,78.98842
300319,78.18787
300320,86.31831
300321,82.08635
300322,82.812675
300323,79.57384
300324,80.209526
300325,81.71013
300326,82.03809
300327,77.671974
300328,84.468185
300329,81.99347
300330,85.15439
300331,81.12321
300332,81.47751
300333,83.22388
300334,81.45533
300335,82.65647
300336,83.93976
300337,81.04945
300338,82.28714
300339,84.101494
300340,78.863365
300341,77.583336
300342,87.08367
300343,77.49807
300344,83.77112
300345,82.438805
300346,82.97756
300347,85.57781
300348,81.639915
300349,81.61599
300350,80.56486
300351,80.44074
300352,78.0058
300353,78.467354
300354,78.88884
300355,75.019196
300356,77.16911
300357,77.11726
300358,78.77657
300359,86.155136
300360,79.957695
300361,79.20883
300362,80.634735
300363,81.72366
300364,84.2684
300365,77.2904
300366,77.43602
300367,80.062294
300368,82.28231
300369,78.32057
300370,79.999214
300371,82.97987
300372,78.10231
300373,80.13147
300374,77.12763
300375,82.233215
300376,82.661964
300377,83.14513
300378,81.860695
300379,86.598045
300380,81.348305
300381,79.72589
300382,84.75287
300383,82.440025
300384,86.93012
300385,77.99933
300386,76.50268
300387,81.94669
300388,82.545845
300389,78.89215
300390,81.06545
300391,78.3496
300392,75.916855
300393,79.28733
300394,85.57737
300395,80.12626
300396,78.336006
300397,81.04261
300398,84.25189
300399,79.99423
300400,80.15725
300401,87.00984
300402,85.40152
300403,85.465935
300404,82.01891
300405,84.63327
300406,84.124794
300407,82.33945
300408,79.9533
300409,84.08624
300410,80.50202
300411,83.2571
300412,83.119736
300413,80.64381
300414,84.03415
300415,82.32297
300416,83.18141
300417,81.80215
300418,82.58981
300419,75.79118
300420,82.198685
300421,79.8356
300422,80.53767
300423,81.98031
300424,83.47678
300425,79.67463
300426,87.03
300427,81.6668
300428,78.59347
300429,77.48825
300430,77.01028
300431,84.90515
300432,81.60642
300433,81.24609
300434,78.30028
300435,83.164986
300436,77.79071
300437,82.58796
300438,84.753784
300439,82.70034
300440,84.22982
300441,82.55597
300442,81.010605
300443,87.507164
300444,84.10471
300445,77.70794
300446,84.913345
300447,77.98312
300448,78.08818
300449,80.4559
300450,80.941185
300451,81.13363
300452,77.8754
300453,82.20872
300454,86.44519
300455,82.52005
300456,80.8756
300457,77.38028
300458,84.917
300459,80.65825
300460,76.42627
300461,84.72224
300462,82.975525
300463,75.458626
300464,84.01433
300465,84.1825
300466,81.331795
300467,88.697174
300468,79.27956
300469,78.3676
300470,85.40376
300471,75.782
300472,79.3719
300473,82.52967
300474,80.66656
300475,80.20995
300476,82.58679
300477,79.13707
300478,79.095184
300479,85.4669
300480,81.22001
300481,80.5353
300482,80.4969
300483,80.885475
300484,83.01088
300485,83.01242
300486,81.9204
300487,81.87246
300488,84.18023
300489,82.8495
300490,82.1565
300491,80.05785
300492,84.26615
300493,86.887566
300494,81.6752
300495,80.37515
300496,87.30621
300497,75.5871
300498,82.91168
300499,80.24926
300500,79.958336
300501,86.80234
300502,81.7915
300503,81.88502
300504,80.14631
300505,83.61376
300506,82.64819
300507,83.41632
300508,76.8813
300509,84.90332
300510,83.29528
300511,85.713806
300512,79.85582
300513,84.09156
300514,79.317055
300515,83.384384
300516,81.41272
300517,80.588486
300518,81.80047
300519,75.43303
300520,81.57273
300521,78.3487
300522,80.88909
300523,82.35983
300524,60.676853
300525,81.31709
300526,83.88584
300527,86.16762
300528,81.830986
300529,82.1277
300530,78.30866
300531,78.87026
300532,81.12178
300533,83.49958
300534,82.24171
300535,82.69567
300536,78.67616
300537,81.356026
300538,78.918625
300539,83.01603
300540,83.66171
300541,81.39588
300542,79.20149
300543,81.02754
300544,87.08984
300545,76.37309
300546,85.64125
300547,81.09317
300548,84.41993
300549,78.091515
300550,81.56092
300551,81.57505
300552,84.018364
300553,79.821945
300554,83.554306
300555,83.09154
300556,80.15454
300557,82.39549
300558,81.41195
300559,78.75851
300560,83.5664
300561,82.181915
300562,80.811455
300563,74.40874
300564,79.91856
300565,78.27848
300566,80.761086
300567,65.05725
300568,83.39137
300569,84.79253
300570,79.41466
300571,86.14838
300572,82.07717
300573,79.46746
300574,81.37046
300575,85.143
300576,79.935
300577,79.74779
300578,78.696655
300579,78.97328
300580,83.73519
300581,81.60267
300582,84.67722
300583,81.02299
300584,82.85475
300585,84.986824
300586,87.1708
300587,80.345856
300588,83.10444
300589,83.21457
300590,85.89903
300591,81.34448
300592,83.44696
300593,78.982376
300594,80.50579
300595,78.889084
300596,82.02256
300597,81.06568
300598,80.57089
300599,78.6997
300600,78.0114
300601,84.08133
300602,84.81383
300603,79.75348
300604,77.2098
300605,83.89201
300606,79.35835
300607,82.3939
300608,82.18293
300609,76.530396
300610,79.93108
300611,82.33304
300612,81.7045
300613,80.55733
300614,84.19989
300615,88.81502
300616,80.4808
300617,80.084114
300618,84.89404
300619,84.17776
300620,76.32738
300621,80.546196
300622,80.0293
300623,79.78744
300624,83.53958
300625,82.12792
300626,81.87336
300627,80.46152
300628,78.95557
300629,83.64665
300630,82.7741
300631,82.396355
300632,80.69776
300633,80.24173
300634,80.86697
300635,86.956566
300636,84.734695
300637,81.122665
300638,82.18177
300639,82.98902
300640,83.58633
300641,79.161705
300642,80.70409
300643,81.962265
300644,80.13382
300645,71.76069
300646,76.772545
300647,84.94849
300648,83.296715
300649,83.8049
300650,83.869736
300651,78.71309
300652,82.25335
300653,84.117836
300654,80.94039
300655,77.08405
300656,80.269424
300657,80.56991
300658,79.005135
300659,83.84775
300660,79.29123
300661,81.59641
300662,80.6853
300663,79.879326
300664,80.15572
300665,80.89664
300666,77.99003
300667,85.726234
300668,83.59684
300669,81.94631
300670,78.61369
300671,81.25033
300672,80.35083
300673,82.96047
300674,85.997055
300675,84.86448
300676,79.08786
300677,84.9176
300678,81.748695
300679,80.62644
300680,77.01979
300681,78.7883
300682,82.84059
300683,84.11367
300684,82.47088
300685,78.65124
300686,83.89997
300687,80.43535
300688,82.105095
300689,81.43299
300690,83.169815
300691,85.69853
300692,79.51791
300693,81.68296
300694,79.62734
300695,81.923645
300696,83.298775
300697,82.41185
300698,83.772865
300699,81.74655
300700,77.75407
300701,82.25718
300702,79.21066
300703,82.69792
300704,85.28793
300705,83.04253
300706,78.97901
300707,84.46085
300708,82.53711
300709,77.04104
300710,83.86073
300711,83.68564
300712,83.22245
300713,81.20911
300714,79.395386
300715,83.504814
300716,77.325096
300717,80.1268
300718,80.90559
300719,81.45356
300720,82.457794
300721,82.401596
300722,81.55477
300723,76.413
300724,80.04166
300725,82.29027
300726,82.36807
300727,79.50374
300728,80.13956
300729,75.32448
300730,80.080444
300731,82.778946
300732,82.32834
300733,85.01513
300734,81.97117
300735,82.40331
300736,79.91527
300737,82.92432
300738,79.890144
300739,74.24881
300740,76.86596
300741,82.30885
300742,85.87079
300743,82.13704
300744,79.40661
300745,82.837776
300746,81.842545
300747,82.26645
300748,80.04346
300749,80.92404
300750,82.754814
300751,85.17271
300752,79.20389
300753,86.286354
300754,79.32234
300755,84.74937
300756,83.37523
300757,80.71344
300758,78.52668
300759,81.38076
300760,80.58787
300761,82.654366
300762,83.631645
300763,83.150536
300764,87.39419
300765,78.42186
300766,81.982346
300767,84.68997
300768,83.90303
300769,78.57937
300770,80.730995
300771,83.71911
300772,81.19525
300773,82.82421
300774,80.527245
300775,84.759575
300776,82.699974
300777,78.36575
300778,77.953285
300779,82.29149
300780,78.37142
300781,81.14305
300782,84.71087
300783,78.71997
300784,83.53958
300785,78.9112
300786,82.24282
300787,86.458694
300788,82.1855
300789,75.14266
300790,83.4481
300791,75.05606
300792,81.54069
300793,78.76816
300794,83.240005
300795,77.629875
300796,82.01165
300797,80.182396
300798,78.62529
300799,68.393906
300800,78.30204
300801,79.37921
300802,82.52671
300803,71.140564
300804,83.14864
300805,80.15947
300806,82.43906
300807,77.603714
300808,83.562706
300809,79.67408
300810,82.32733
300811,82.58349
300812,81.074554
300813,77.336075
300814,79.483864
300815,82.282875
300816,85.29475
300817,81.34952
300818,84.13779
300819,85.99685
300820,93.373024
300821,83.7342
300822,81.43636
300823,85.28064
300824,77.74659
300825,75.8643
300826,80.81699
300827,84.2998
300828,80.47975
300829,84.96897
300830,79.87042
300831,78.2291
300832,80.79647
300833,82.51879
300834,81.125854
300835,81.18892
300836,82.721375
300837,80.88556
300838,87.30218
300839,83.40606
300840,81.788055
300841,77.8726
300842,81.535164
300843,82.39447
300844,79.12426
300845,83.56509
300846,79.47134
300847,78.942116
300848,81.48658
300849,80.33507
300850,80.26685
300851,81.16582
300852,84.88404
300853,84.5409
300854,81.51366
300855,79.777176
300856,80.45964
300857,77.65484
300858,87.45989
300859,76.868355
300860,84.785614
300861,83.780075
300862,84.84667
300863,80.80967
300864,82.99361
300865,83.05707
300866,80.044365
300867,79.192116
300868,82.656685
300869,84.85004
300870,78.43302
300871,83.11641
300872,81.7373
300873,80.882744
300874,87.384
300875,84.16098
300876,85.104546
300877,82.27087
300878,82.80989
300879,78.84838
300880,82.6719
300881,85.175186
300882,79.920715
300883,83.076645
300884,81.77561
300885,86.85193
300886,80.233795
300887,85.12582
300888,82.75112
300889,81.80576
300890,79.25064
300891,79.49634
300892,81.49099
300893,81.50414
300894,77.07041
300895,83.5206
300896,77.635956
300897,79.6218
300898,81.72217
300899,80.30025
300900,87.175545
300901,84.011185
300902,81.21946
300903,76.95112
300904,78.85065
300905,83.31294
300906,82.0229
300907,83.704254
300908,77.37193
300909,82.44653
300910,77.81357
300911,74.831726
300912,76.094086
300913,81.0039
300914,78.69898
300915,83.78508
300916,80.96143
300917,84.34185
300918,80.08932
300919,78.099236
300920,79.72642
300921,78.96131
300922,80.708916
300923,78.07135
300924,78.252495
300925,83.25679
300926,82.87638
300927,80.14098
300928,80.62541
300929,81.55586
300930,83.477165
300931,83.73755
300932,81.649345
300933,83.34147
300934,81.548584
300935,80.35468
300936,81.40346
300937,77.496635
300938,80.9779
300939,78.24685
300940,84.89832
300941,81.83437
300942,76.34175
300943,79.71646
300944,80.93375
300945,83.495605
300946,83.13397
300947,88.11478
300948,83.221886
300949,83.87822
300950,81.08809
300951,82.45862
300952,79.201866
300953,81.96395
300954,82.35365
300955,79.93389
300956,88.1292
300957,80.175934
300958,83.13849
300959,85.12755
300960,84.75854
300961,81.02706
300962,85.7722
300963,82.69264
300964,81.6056
300965,80.24277
300966,83.060555
300967,82.19736
300968,81.15207
300969,80.87024
300970,79.71894
300971,79.656906
300972,81.732025
300973,82.79581
300974,80.87544
300975,84.26681
300976,82.07959
300977,81.10054
300978,81.93731
300979,90.028015
300980,80.96944
300981,84.597595
300982,79.667015
300983,87.03261
300984,84.924034
300985,84.24294
300986,77.91354
300987,80.17249
300988,81.99635
300989,79.89702
300990,82.80714
300991,84.95793
300992,81.557625
300993,81.06648
300994,76.95055
300995,82.350655
300996,81.581276
300997,78.76742
300998,82.05402
300999,80.21559
301000,81.71597
301001,81.75582
301002,84.362206
301003,76.58623
301004,80.656265
301005,76.64718
301006,79.204834
301007,83.09996
301008,83.21398
301009,78.19101
301010,79.85644
301011,84.91197
301012,73.5999
301013,77.06058
301014,83.17332
301015,80.755646
301016,84.94432
301017,79.019135
301018,76.84018
301019,78.61198
301020,86.37119
301021,80.963875
301022,78.835495
301023,82.472855
301024,81.47894
301025,80.35454
301026,77.282326
301027,84.04675
301028,85.68812
301029,84.07167
301030,81.97653
301031,83.53598
301032,81.600815
301033,81.2043
301034,76.98382
301035,81.59994
301036,79.30195
301037,83.67469
301038,82.336784
301039,83.00437
301040,83.69827
301041,82.00214
301042,80.539375
301043,82.261505
301044,81.65439
301045,83.60427
301046,86.291275
301047,82.76531
301048,84.42433
301049,90.22603
301050,80.83068
301051,82.48584
301052,77.92721
301053,79.88728
301054,84.93177
301055,82.412575
301056,80.36904
301057,78.60515
301058,79.192795
301059,81.75831
301060,81.023476
301061,80.40317
301062,75.121826
301063,82.167984
301064,82.09553
301065,82.6249
301066,80.89957
301067,78.95787
301068,82.90238
301069,83.74405
301070,81.7858
301071,82.92812
301072,78.23459
301073,83.179184
301074,80.6928
301075,79.17619
301076,79.66014
301077,81.00108
301078,81.48364
301079,83.30637
301080,82.83883
301081,82.10334
301082,80.56046
301083,79.12574
301084,82.914276
301085,79.520996
301086,80.64532
301087,78.81147
301088,81.49262
301089,82.94468
301090,81.77421
301091,81.30407
301092,82.60617
301093,82.427666
301094,79.48864
301095,80.27838
301096,82.64269
301097,85.63053
301098,83.94669
301099,77.8397
301100,81.52366
301101,86.42225
301102,79.68622
301103,83.42234
301104,78.17503
301105,78.47371
301106,78.428764
301107,84.29874
301108,83.40412
301109,82.16737
301110,79.145424
301111,83.680145
301112,82.3236
301113,83.099464
301114,82.21931
301115,84.7557
301116,83.16791
301117,82.57044
301118,75.36373
301119,84.01743
301120,78.61221
301121,80.20278
301122,86.984505
301123,81.70413
301124,81.6478
301125,76.707565
301126,79.63379
301127,82.85698
301128,77.5018
301129,80.32213
301130,79.978294
301131,84.512634
301132,82.61287
301133,75.2972
301134,79.744736
301135,79.985504
301136,79.64797
301137,86.159805
301138,84.69577
301139,80.738205
301140,81.28627
301141,80.86848
301142,75.321175
301143,88.15947
301144,81.01778
301145,85.3128
301146,84.124374
301147,77.446365
301148,81.319374
301149,79.559784
301150,76.70026
301151,87.180954
301152,79.44372
301153,82.19662
301154,80.84137
301155,82.287674
301156,76.07215
301157,83.9212
301158,84.448654
301159,83.58773
301160,74.765366
301161,90.93509
301162,85.63756
301163,82.86366
301164,80.69144
301165,83.28891
301166,81.39067
301167,81.96827
301168,82.23223
301169,86.745285
301170,77.43493
301171,84.3235
301172,81.71685
301173,81.13722
301174,80.23868
301175,86.08335
301176,86.86976
301177,78.14215
301178,74.64382
301179,79.046135
301180,78.61358
301181,80.64765
301182,80.38285
301183,76.233444
301184,80.33116
301185,80.952995
301186,81.923454
301187,82.11762
301188,83.50559
301189,80.38578
301190,80.843666
301191,81.509895
301192,77.21726
301193,78.522964
301194,79.65078
301195,85.60858
301196,79.807556
301197,82.616066
301198,79.07243
301199,79.49719
301200,79.32169
301201,85.94069
301202,79.16106
301203,82.984535
301204,85.63709
301205,86.341286
301206,80.244576
301207,79.948364
301208,79.82377
301209,78.53639
301210,78.888336
301211,78.00167
301212,80.313324
301213,85.261154
301214,83.653496
301215,77.71992
301216,84.09857
301217,82.37594
301218,81.79238
301219,83.08508
301220,80.35428
301221,82.52753
301222,83.71385
301223,85.16644
301224,77.440765
301225,84.83862
301226,78.320526
301227,84.330536
301228,79.7624
301229,85.15912
301230,80.34764
301231,77.705215
301232,82.7974
301233,82.45098
301234,81.666695
301235,81.57359
301236,83.041374
301237,79.944046
301238,82.34287
301239,81.725426
301240,82.08998
301241,80.26019
301242,81.59793
301243,85.25411
301244,83.67161
301245,78.92553
301246,85.4437
301247,81.91101
301248,85.029076
301249,81.94947
301250,82.60663
301251,80.774155
301252,83.09458
301253,82.0906
301254,76.55269
301255,79.50129
301256,85.58466
301257,81.96552
301258,83.05629
301259,82.71326
301260,81.06432
301261,85.47877
301262,79.26728
301263,78.85675
301264,81.324905
301265,84.42917
301266,68.08861
301267,80.54181
301268,82.239746
301269,78.50246
301270,83.301056
301271,83.387054
301272,79.381424
301273,83.209236
301274,81.12898
301275,85.559044
301276,80.23706
301277,84.85393
301278,84.3436
301279,82.4141
301280,83.827354
301281,84.30741
301282,81.3489
301283,81.970375
301284,85.76502
301285,79.018265
301286,87.620125
301287,80.46747
301288,80.259224
301289,80.79718
301290,82.26337
301291,79.277466
301292,81.58602
301293,81.238235
301294,83.89918
301295,78.628494
301296,78.58486
301297,83.2567
301298,82.2225
301299,81.73491
301300,80.60771
301301,76.1847
301302,75.904976
301303,87.192566
301304,82.27022
301305,79.81956
301306,81.35975
301307,78.449776
301308,77.42072
301309,79.334045
301310,76.6326
301311,84.79507
301312,83.02899
301313,87.934715
301314,84.30684
301315,76.201675
301316,83.266884
301317,85.05706
301318,84.982704
301319,85.17403
301320,81.51545
301321,83.65414
301322,81.13485
301323,83.66151
301324,82.68418
301325,82.84992
301326,78.08373
301327,86.086624
301328,83.20604
301329,81.96947
301330,80.574196
301331,76.85526
301332,77.71788
301333,84.31225
301334,80.690025
301335,82.39275
301336,82.110535
301337,81.43678
301338,80.99448
301339,86.03142
301340,85.39688
301341,80.096085
301342,82.55663
301343,85.91098
301344,79.833786
301345,82.65677
301346,80.933174
301347,79.97477
301348,82.65629
301349,82.92218
301350,78.60679
301351,85.684555
301352,83.098335
301353,83.0875
301354,78.973564
301355,81.42261
301356,81.579575
301357,82.771126
301358,78.56398
301359,81.58318
301360,80.18662
301361,79.44803
301362,82.54002
301363,81.92799
301364,83.64337
301365,79.44917
301366,83.00918
301367,84.89834
301368,78.916626
301369,82.38913
301370,80.9707
301371,80.885445
301372,80.44452
301373,82.12359
301374,81.73174
301375,85.03869
301376,84.60251
301377,84.892334
301378,83.479454
301379,79.49339
301380,80.64623
301381,80.11852
301382,82.722
301383,80.14218
301384,78.09552
301385,82.622406
301386,80.38416
301387,82.53367
301388,82.41834
301389,78.482086
301390,86.21051
301391,79.40171
301392,80.22658
301393,78.932434
301394,82.0
301395,83.15754
301396,78.570656
301397,81.15959
301398,76.73056
301399,83.71145
301400,83.83678
301401,82.68506
301402,83.79682
301403,79.38089
301404,82.00023
301405,75.89247
301406,76.48488
301407,80.60427
301408,80.510666
301409,81.94483
301410,78.17145
301411,78.98408
301412,82.280975
301413,80.04131
301414,82.01677
301415,85.310165
301416,76.07805
301417,84.652756
301418,81.424255
301419,78.662575
301420,83.03417
301421,80.62183
301422,81.62074
301423,80.521774
301424,80.272804
301425,78.79845
301426,79.38454
301427,83.277626
301428,79.98107
301429,78.86418
301430,81.755356
301431,81.38493
301432,81.79671
301433,84.0296
301434,82.25001
301435,82.51197
301436,86.016884
301437,78.64399
301438,81.542595
301439,81.95206
301440,81.4501
301441,82.91276
301442,77.551384
301443,81.24135
301444,80.48446
301445,78.44956
301446,78.27665
301447,83.59421
301448,81.66283
301449,83.66679
301450,80.745895
301451,80.079155
301452,80.10954
301453,80.6258
301454,83.51496
301455,81.1024
301456,77.330124
301457,79.99709
301458,81.51715
301459,80.66671
301460,80.15147
301461,79.290405
301462,79.695366
301463,84.86877
301464,85.5025
301465,81.78269
301466,79.147995
301467,83.99659
301468,81.55735
301469,83.910995
301470,81.91084
301471,77.36974
301472,81.80469
301473,80.10287
301474,85.79844
301475,81.39707
301476,82.01013
301477,85.62839
301478,82.50946
301479,83.877106
301480,80.39038
301481,84.586205
301482,78.01171
301483,81.52586
301484,81.623215
301485,86.63165
301486,82.57902
301487,81.4668
301488,81.26735
301489,83.8158
301490,82.46718
301491,84.29023
301492,84.446236
301493,80.94861
301494,82.58661
301495,86.921005
301496,81.022385
301497,78.58985
301498,83.1889
301499,77.93401
301500,80.03226
301501,86.79567
301502,79.00881
301503,86.14457
301504,85.666664
301505,80.24291
301506,79.01008
301507,79.05053
301508,83.62509
301509,83.25599
301510,79.336655
301511,81.19113
301512,78.0393
301513,77.23587
301514,85.62178
301515,81.79243
301516,82.59046
301517,81.095276
301518,84.43596
301519,79.49617
301520,84.03278
301521,76.91474
301522,80.88494
301523,82.38993
301524,78.65048
301525,84.362206
301526,82.91769
301527,83.22988
301528,83.69112
301529,81.74586
301530,82.31206
301531,84.18709
301532,86.5971
301533,82.5164
301534,83.68557
301535,82.45951
301536,79.633766
301537,85.65028
301538,82.76446
301539,77.296715
301540,80.32955
301541,80.54376
301542,84.96294
301543,82.83039
301544,82.63044
301545,81.97635
301546,81.244095
301547,81.81365
301548,85.248375
301549,81.79777
301550,81.674545
301551,82.09109
301552,78.42313
301553,78.871185
301554,83.8961
301555,79.98794
301556,83.80734
301557,79.55549
301558,81.24186
301559,78.60807
301560,80.85259
301561,77.21926
301562,76.71729
301563,83.3063
301564,85.94639
301565,83.637245
301566,87.610374
301567,79.69841
301568,84.65301
301569,85.94364
301570,80.49492
301571,79.61689
301572,82.36477
301573,80.34495
301574,85.85804
301575,83.34227
301576,83.78488
301577,82.59254
301578,84.91766
301579,85.238655
301580,79.45206
301581,82.87615
301582,80.58813
301583,83.52006
301584,81.15345
301585,82.40929
301586,83.98073
301587,74.98278
301588,83.00226
301589,81.40587
301590,83.46294
301591,77.93873
301592,81.95809
301593,81.97408
301594,80.81834
301595,78.30017
301596,82.052155
301597,76.707306
301598,87.82419
301599,85.94542
301600,84.91555
301601,83.192635
301602,81.259
301603,80.98275
301604,82.31926
301605,85.588295
301606,79.5633
301607,81.264786
301608,80.243805
301609,84.25984
301610,79.28219
301611,81.68347
301612,80.61802
301613,76.27989
301614,79.86718
301615,78.640396
301616,78.68301
301617,84.327446
301618,81.04583
301619,82.77249
301620,84.05028
301621,81.79132
301622,80.17062
301623,78.761024
301624,77.04831
301625,80.487526
301626,79.9777
301627,84.74919
301628,79.52142
301629,81.70801
301630,78.31522
301631,83.16844
301632,82.46907
301633,76.449196
301634,84.38673
301635,81.10023
301636,83.47044
301637,77.79451
301638,79.148506
301639,84.45613
301640,78.21053
301641,80.11517
301642,80.568184
301643,81.394424
301644,81.02003
301645,84.383286
301646,81.964165
301647,82.167564
301648,81.03958
301649,79.41612
301650,80.59358
301651,80.563354
301652,78.45902
301653,82.47832
301654,80.001625
301655,82.157326
301656,78.729385
301657,86.216705
301658,82.81412
301659,82.166916
301660,76.985344
301661,78.8935
301662,81.51643
301663,82.576385
301664,81.40228
301665,87.80617
301666,84.3962
301667,84.343254
301668,83.01333
301669,81.31525
301670,83.34004
301671,81.400246
301672,83.80128
301673,80.17547
301674,80.82659
301675,84.41819
301676,85.68054
301677,83.76209
301678,84.159065
301679,84.76421
301680,83.61517
301681,79.53854
301682,78.16913
301683,87.098465
301684,79.48385
301685,80.117
301686,85.71257
301687,76.001854
301688,82.68967
301689,81.26207
301690,83.52402
301691,74.7534
301692,82.527176
301693,82.73365
301694,74.87631
301695,83.10352
301696,76.4838
301697,83.112045
301698,85.53669
301699,81.833984
301700,82.70364
301701,80.84688
301702,82.2957
301703,79.242966
301704,84.05911
301705,78.045235
301706,83.9854
301707,81.143425
301708,79.55411
301709,80.727
301710,86.28945
301711,83.54757
301712,79.85673
301713,78.95056
301714,80.78549
301715,77.782936
301716,84.627205
301717,81.800545
301718,82.923874
301719,78.65097
301720,81.51297
301721,87.639404
301722,79.874016
301723,86.67972
301724,78.81348
301725,79.797165
301726,79.33548
301727,81.88448
301728,83.32604
301729,85.83278
301730,85.67875
301731,79.24814
301732,80.8206
301733,81.59674
301734,89.12626
301735,82.32627
301736,80.295135
301737,85.89927
301738,80.504295
301739,78.77219
301740,86.62372
301741,79.90353
301742,78.996605
301743,80.58473
301744,78.34477
301745,80.680115
301746,82.56727
301747,88.40374
301748,75.51518
